CÓDIGO ;PRODUTO ;CUSTO;VENDA;DESCONTO A VISTA 
;D'DIAS JUNCAO Y;10.0;17.0;14.285714285714286
7891510010107.0;D'DIAS KIT DUCHA HIGIENICA ABS;38.0;59.0;54.28571428571429
7891510010114.0;D'DIAS KIT DUCHA HIGIENICA METAL ;44.0;68.0;62.85714285714286
;D'DIAS MECANISMO M22 1/4 DE VOLTA;12.5;19.5;17.857142857142858
;D'DIAS MECANISMO PARADO;13.0;21.0;18.571428571428573
;D'DIAS REGISTRO DE PRESSAO/GAVETA 3/4 ;37.0;57.0;52.85714285714286
;D'DIAS TORNEIRA BANCADA BICA RETA;50.0;76.0;71.42857142857143
;D'DIAS TORNEIRA BANCADA GOURMET CROMADA COD1039;85.0;135.0;121.42857142857143
;D'DIAS TORNEIRA BANCADA GOURMET PRETA COD1040;95.0;152.0;135.71428571428572
7891510010138.0;D'DIAS TORNEIRA BANCADA MVS C33;44.0;68.0;62.85714285714286
;D'DIAS TORNEIRA DE JARDIM AMARELA/CROMADA 1130 ;24.0;34.0;34.285714285714285
7891510010374.0;D'DIAS TORNEIRA PIA  ALAVANCA 1037;40.0;68.0;57.142857142857146
;D'DIAS TORNEIRA PIA 1158;40.8;63.0;58.285714285714285
;D'DIAS TORNEIRA PIA ALAVANCADA 3/4 C71;50.0;78.0;71.42857142857143
;D'DIAS TORNEIRA PIA BICA RETA;46.0;72.0;65.71428571428572
;D'DIAS TORNEIRA PIA C71 ALAVANCADA 1/2;40.0;62.0;57.142857142857146
;D'DIAS TORNEIRA PIA C71 ALAVANCADA 3/4 BICO ARTICULADO;54.0;81.0;77.14285714285715
7891510010381.0;D'DIAS TORNEIRA PIA GOURMET CROMADA COD1038;75.0;125.0;107.14285714285715
;D'DIAS TORNEIRA PIA GOURMET PRETA DOIS JATOS COD 1046;85.0;135.0;121.42857142857143
;D'DIAS TORNEIRA TANQUE MAQUINA COD1043;54.0;84.0;77.14285714285715
7891510010190.0;D'DIAS VALVULA AMERICANA;15.0;24.5;21.42857142857143
7891510010183.0;D'DIAS VALVULA LAVATORIO METAL;11.5;17.8;16.42857142857143
;D'Dias VALVULA METAL PARA TANQUE COMPLETA;16.5;26.0;23.571428571428573
;DELFLEX SIFAO LONGO FLEXIVEL ;5.3;12.0;7.571428571428572
;DELFLEX SIFAO SANFONADO 1 BOCA;3.8;10.0;5.428571428571429
;DELFLEX SIFAO SANFONADO 2 BOCAS;12.7;18.9;18.142857142857142
;DELFLEX SIFAO SANFONADO 3 BOCAS;11.8;19.9;16.857142857142858
;DESEMPENADEIRA 15X26;6.7;10.9;9.571428571428573
;DESEMPENADEIRA 22X34;11.5;23.8;16.42857142857143
;DESEMPENADEIRA AZUL 12x22;5.4;10.0;7.714285714285715
;DESEMPENADEIRA AZUL CORRUGADA 16X28 INJEREST;7.09;12.0;10.12857142857143
;DESEMPENADEIRA AZUL CORRUGADA 18X30 INJEREST;8.11;13.0;11.585714285714285
;DESEMPENADEIRA GRAFIATO 14X27 ROMA;9.16;15.0;13.085714285714287
;DESEMPENADEIRA LISA 16X28 INJEREST;10.0;16.0;14.285714285714286
;DESEMPENADEIRA MADEIRA 24X14;10.47;17.0;14.957142857142859
;DESINGRIPANTE CRISTAL LUB;4.9;10.8;7.000000000000001
4062856406050.0;DESINGRIPANTE ROST OFF MECHANIC;12.63;20.0;18.042857142857144
;DESINGRIPANTE STARRET LUB;7.99;14.0;11.414285714285715
;DESVIADOR CHUVEIRINHO CHUVEIRO 1,70MT;8.86;15.0;12.657142857142857
;"DEWALT ESMERILHADEIRA  4 1/2"" 700W 127V DWE4010-BR";285.17;395.0;407.38571428571436
;DEWALT SERRA MARMORE 125MM 1400 W 127V DEWALT;331.72;478.0;473.88571428571436
;DIMMER ROT BLOCO BIC C/ OFF 400W;11.3;18.0;16.142857142857146
;DISCO 4''  DISCO PORCELANATO CORTAG;26.5;42.0;37.85714285714286
;DISCO 4'' CORRENTE MADEIRA PROFIELD;24.9;39.9;35.57142857142857
;DISCO 4'' DISCO PORCELANATO WURTH;24.89;39.9;35.55714285714286
;DISCO 4'' TUNGSTENIO;22.7;35.0;32.42857142857143
;"DISCO 4"" SERRA FERTAK TOOLS ";11.8;20.0;16.857142857142858
;DISCO 7'' CORTE AÇO/INOX;6.85;10.5;9.785714285714286
;DISCO 7'' DE SERRA MADEIRA 24D  ;28.2;45.0;40.285714285714285
;DISCO 7'' DIAMANTADO TURBO THOMPSON ;28.41;65.0;40.58571428571429
;DISCO 7'' TURBO/SEGMENTADO;33.95;58.0;48.50000000000001
;DISCO 9'' CORTE AÇO/INOX WURTH;10.68;16.9;15.257142857142858
;DISCO 9'' DE SERRA MADEIRA 24D  THOMPSON;50.54;78.0;72.2
;DISCO 9'' SEGMENTADO PROFIELD;49.8;78.0;71.14285714285714
;DISCO 9'' TURBO PROFIELD;42.0;68.0;60.00000000000001
;DISCO LIXA 4'';3.92;6.5;5.6000000000000005
;DISCO LIXA 7'';7.6;11.8;10.857142857142858
;DISCO VELCRO 4'';0.65;1.5;0.9285714285714287
;DISJUNTOR BIPOLAR 10A;20.9;35.6;29.857142857142858
;DISJUNTOR BIPOLAR 16A;20.9;37.4;29.857142857142858
;DISJUNTOR BIPOLAR 25A;22.93;37.0;32.75714285714286
;DISJUNTOR BIPOLAR 32A;22.93;35.0;32.75714285714286
;DISJUNTOR BIPOLAR 40A;23.9;37.0;34.142857142857146
;DISJUNTOR BIPOLAR 63A;25.22;40.0;36.02857142857143
;DISJUNTOR NEMA BIPOLAR  40A PRETO;62.83;98.0;89.75714285714287
;DISJUNTOR NEMA BIPOLAR  40A PRETO;81.23;125.0;116.04285714285716
;DISJUNTOR NEMA TRIPOLAR 60A PRETO;90.95;140.0;129.92857142857144
;DISJUNTOR NEMA UNIPOLAR 20A PRETO;10.38;16.0;14.828571428571431
;DISJUNTOR NEMA UNIPOLAR 30A PRETO;9.32;16.0;13.314285714285715
;DISJUNTOR NEMA UNIPOLAR 35A PRETO;16.92;27.0;24.171428571428574
;DISJUNTOR NEMA UNIPOLAR 40A PRETO;16.2;25.0;23.142857142857142
;DISJUNTOR NEMA UNIPOLAR 50A PRETO;16.2;26.0;23.142857142857142
;DISJUNTOR NEMA UNIPOLAR 60A PRETO;26.99;43.0;38.55714285714286
;DISJUNTOR NEMA UNIPOLAR 70A PRETO;23.86;38.0;34.08571428571429
;DISJUNTOR NEMA UNIPOLAR 80A PRETO;26.99;49.0;38.55714285714286
;DISJUNTOR NEMA UNIPOLAR 90A PRETO;28.53;46.0;40.75714285714286
;DISJUNTOR TRIPOLAR 25A;35.5;56.0;50.714285714285715
;DISJUNTOR TRIPOLAR 40A;42.99;62.0;61.41428571428572
;DISJUNTOR TRIPOLAR 63A;40.64;65.7;58.057142857142864
;DISJUNTOR UNIPOLAR 10A;6.6;10.5;9.428571428571429
;DISJUNTOR UNIPOLAR 16A;5.86;12.9;8.371428571428572
;DISJUNTOR UNIPOLAR 20A;6.45;12.9;9.214285714285715
;DISJUNTOR UNIPOLAR 25A;6.59;10.2;9.414285714285715
;DISJUNTOR UNIPOLAR 40A;7.12;12.5;10.171428571428573
;DISJUNTOR UNIPOLAR 63A;7.2;12.5;10.285714285714286
;DOBRADIÇA 2.0X1.1/2;0.84;1.5;1.2
;DOBRADIÇA 3.0X1.7/8;1.99;3.5;2.842857142857143
;DOBRADICA DE PORTEIRA N03;17.44;27.0;24.914285714285718
;DOBRADICA PORTEIRA 3'' (PAR);31.74;49.0;45.34285714285714
;DOUBLE TAPE FITA DUPLA FACE 12 X 1 MTS;3.23;5.3;4.614285714285715
;DOUBLE TAPE FITA DUPLA FACE 15 X 1,5 MTS;5.26;8.9;7.514285714285714
;DRIVER LED 8W A 25W;11.5;18.0;16.42857142857143
;DUCHA FRIA CHUVEIRAO 12;97.2;140.0;138.85714285714286
;DUCHA FRIA CHUVEIRAO 8;77.08;110.0;110.11428571428571
;DUCHE HIGIENICA WARLEI SEM MARCA;35.0;54.8;50.0
;DUCOR FUNDO PREPARADOR 18L;76.1;125.0;108.71428571428571
;DUCOR FUNDO PREPARADOR 3,6L;27.8;45.0;39.714285714285715
;DUCOR GRAFIATO BARRICA;44.9;71.0;64.14285714285714
;DUCOR LATEX ECONOMICA ROSA BEBE / VERDE BEBE;74.05;115.0;105.78571428571429
;DUCOR LATEX STANDART BR/BR GELO 18L;93.9;165.0;134.14285714285717
;DUCOR LATEX STANDART BR/BR GELO 3,6L;29.35;56.0;41.92857142857143
;DUCOR LATEX STANDART BRANCO/CORES 1L;16.9;26.0;24.142857142857142
;DUCOR LATEX STANDART CORES 18L;98.77;165.0;141.1
;DUCOR MASSA ACRILICA EXTERNA 1L;13.4;20.9;19.142857142857146
;DUCOR MASSA ACRILICA EXTERNA 3,6L;23.0;36.5;32.85714285714286
;DUCOR MASSA ACRILICA EXTERNA BARRICA;53.45;83.0;76.35714285714286
;DUCOR MASSA CORRIDA PVA INTERNA - LITRO;7.0;12.0;10.0
;DUCOR MASSA CORRIDA PVA INTERNA 3,6L;15.35;25.5;21.92857142857143
;DUCOR MASSA CORRIDA PVA INTERNA BARRICA;26.5;42.0;37.85714285714286
;DUCOR SELADOR ACRILICO 18L;45.8;71.0;65.42857142857143
;DUCOR SELADOR ACRILICO 1L;12.87;21.0;18.385714285714286
;DUCOR SELADOR ACRILICO 3,6L;20.5;32.5;29.28571428571429
;DUCOR TEXTURA LISA BARRICA;65.3;105.0;93.28571428571429
;DUCOR TINTA PISO BASE AGUA CINZA/PRETO/CONCRETO 18L;77.25;128.0;110.35714285714286
;DUCOR TINTA PISO BASE AGUA CINZA/PRETO/CONCRETO 3,6l;26.7;42.0;38.142857142857146
;DUCOR VERNIZ ACRILICO INCOLOR 3,6L;44.2;73.0;63.14285714285715
;DUREPOXI TRADICIONAL 100G;7.16;11.9;10.22857142857143
;DUREPOXI TRADICIONAL 50G;4.21;6.5;6.014285714285714
1473695883057.0;ECOPOWER LANTERNA DE MAO 0.5W;19.0;30.0;27.142857142857146
1473695826023.0;ECOPOWER LANTERNA DE MAO 130W;69.0;110.0;98.57142857142858
;ELETRODO DENVER 2,5MM;19.0;32.0;27.142857142857146
;ELETRODUTO GALVANIZADO 1.1/4;41.5;64.9;59.28571428571429
;ELETRODUTO GALVANIZADO 2;53.66;83.0;76.65714285714286
;ELETRODUTO GALVANIZADO 3/4;15.46;24.0;22.08571428571429
;ELETRODUTO PVC PRETO 1.1/2 X 3;19.5;32.0;27.857142857142858
;ELETRODUTO PVC PRETO 1.1/4 X 3;18.26;30.0;26.08571428571429
;EMENDA RAPIDA TRAMONTINA;3.49;6.0;4.985714285714287
;EMENDA RETA MADEIRA 45CM (UNI);11.45;19.9;16.357142857142858
;ENGATE FLEXIVEL 30CM;4.35;7.0;6.214285714285714
;ENGATE FLEXIVEL 40CM;4.27;8.5;6.1
;ENGATE FLEXIVEL 50CM;4.3;8.0;6.142857142857143
;ENGATE FLEXIVEL 60CM;6.3;10.5;9.0
;ENGATE RAPIDO C/ ADAP METAL FOX;14.9;23.0;21.28571428571429
;ENGATE RAPIDO ESGUICHO TRAMONTINA;3.9;6.0;5.571428571428572
;ENGATE RAPIDO FEMEA TRAMONTINA;2.5;5.0;3.5714285714285716
;ENGATE RAPIDO MACHO TRAMONTINA;2.92;5.0;4.171428571428572
;ENROLADOR MANGUEIRA MEIA LUA METAL;25.0;40.0;35.714285714285715
;ENXADA FUZIL 3,0L C/ CABO;49.62;76.9;70.88571428571429
;ENXADA LARGA PEGORARI;35.53;55.0;50.75714285714286
;ENXADA MONFORT 2,5L S/ CABO;35.75;56.0;51.07142857142858
;ENXADA SERVENTE 2,0L;35.53;55.0;50.75714285714286
;ENXADA TANE 1,5L;54.7;75.0;78.14285714285715
;ENXADA TANE 2,0L;61.94;85.0;88.4857142857143
;ENXADAO DUAS CARAS S/ CABO;48.37;65.3;69.1
;ENXADAO LARGO TRAMONTINA S/ CABO;33.32;52.0;47.6
;ENXADAO PANDOLFO S/ CABO;25.66;42.8;36.65714285714286
;ENXADAO SERVENTE 2,5L C/ CABO;47.43;73.9;67.75714285714287
;ESCADA DOMESTICA 4 DEGRAUS AGATA;129.86;199.9;185.51428571428573
;ESCADA DOMESTICA 5 DEGRAUS AGATA;149.77;235.0;213.95714285714288
;ESCADA DOMESTICA 6 DEGRAUS AGATA;188.33;290.0;269.0428571428572
;ESCADA DOMESTICA 7 DEGRAUS AGATA;198.65;310.0;283.78571428571433
;ESCADA DOMESTICA 8 DEGRAUS AGATA;235.59;363.0;336.5571428571429
;ESCADA EXTENSIVA 10 DEGRAUS ALUMINIO AGATA;605.68;930.0;865.2571428571429
;ESCOVA AÇO ATLAS 6 FILEIRAS;16.4;25.5;23.428571428571427
;ESCOVA AÇO COMPEL COM CABO 3 FILEIRAS;4.66;8.5;6.6571428571428575
;ESCUDO DE SOLDA;39.34;52.0;56.20000000000001
;Esguicho 7 Funções;10.0;15.0;14.285714285714286
;ESGUICHO JARDIM VERDE BICO DE METAL GARDEN;14.0;22.0;20.0
;ESGUICHO METAL FOX;13.9;22.0;19.857142857142858
;ESPACADOR CRUZETA;2.19;4.8;3.1285714285714286
;ESPACADOR NIVELADOR ALINHA PISO 1/1.5/2MM DEPLASTI;6.45;11.2;9.214285714285715
;ESPAÇADOR NIVELADOR CORTAG C/ 50 PCS;12.5;22.0;17.857142857142858
;ESPACADOR NIVELADOR CORTAG PCT C 50PCS;12.5;19.9;17.857142857142858
;ESPATULA PAG 10;8.4;14.0;12.000000000000002
;ESPATULA PAG 12;9.05;16.0;12.92857142857143
;ESPATULA PAG 15;9.55;18.0;13.642857142857144
;ESPETO SIMPLES GIRATORIO ;110.0;170.0;157.14285714285714
;ESPUDE PARA VASO;3.9;6.0;5.571428571428572
;ESPUMA EXPANSIVA  500ML;24.24;38.0;34.628571428571426
;ESPUMA EXPANSIVA 430ML;16.88;26.0;24.114285714285714
;ESTANHO 15G;4.5;7.0;6.428571428571429
;Estilete 18mm Fertak;2.5;8.0;3.5714285714285716
;ESTRIBO QUADRADO 15X15 5/16;1.57;2.45;2.242857142857143
;ESTRIBO RETANGULAR 7X15 5/16;1.0;1.85;1.4285714285714286
;EUCATEX ACRILICA RENDE EXTRA 18L;214.28;345.0;306.11428571428576
;EUCATEX ACRILICA RENDE EXTRA 3,6L;52.31;87.5;74.72857142857144
7896587016748.0;EUCATEX AGUARRAS 5L;65.0;100.0;92.85714285714286
7896587029199.0;EUCATEX AGUARRAS 900ML;11.72;18.0;16.742857142857144
;EUCATEX ESMALTE EUCALUX PRETO FOSCO 3,6L;83.15;130.0;118.7857142857143
;EUCATEX ESMALTE PEG PINTE 3,6L;71.0;110.0;101.42857142857143
;EUCATEX ESMALTE PEG PINTE 900ML;19.99;32.0;28.557142857142857
7896587010388.0;EUCATEX ESMALTE PEG PINTE ALUMINIO 900ML;26.5;41.0;37.85714285714286
;EUCATEX EUC SUPERPREN PAREDES BR 18L;225.56;350.0;322.22857142857146
;EUCATEX EXTRA PISO 18L;166.71;260.0;238.15714285714287
;EUCATEX PEG PINTE TINTA ACRILICA INTERIOR 3,6L;38.48;60.0;54.97142857142857
;EUCATEX RESINA ACRILICA CERAMICA TELHA 18L;234.33;361.0;334.7571428571429
;EUCATEX RESINA ACRILICA INCOLOR 3,6L;60.19;93.0;85.9857142857143
;EUCATEX SELADORA MADEIRA 3,6L;86.2;133.0;123.14285714285715
;EUCATEX SELADORA MADEIRA 900ML;25.78;40.0;36.82857142857143
;EUCATEX SUPERPREN PAREDES 3,6L;57.86;90.0;82.65714285714286
7896587022206.0;EUCATEX THINNER  5L;53.85;85.0;76.92857142857143
;EUCATEX THINNER 900ML;10.84;18.0;15.485714285714286
;EUCATEX VERNIZ BRILHANTE 225ML;10.6;19.5;15.142857142857144
;EUCATEX VERNIZ BRILHANTE 900ML;24.22;38.0;34.6
;EUCATEX VERNIZ IMBUIA/MOGNO 225ML;10.59;19.5;15.12857142857143
;EUCATEX VERNIZ IMBUIA/MOGNO 3,6L;85.28;132.0;121.82857142857144
;EUCATEX VERNIZ IMBUIA/MOGNO 900ML;25.63;40.0;36.614285714285714
;EUCATEX VERNIZ MARITIMO BRILHANTE 3,6L;88.0;138.0;125.71428571428572
;EUCATEX ZARCAO LARANJA/CINZA 3,6L;86.19;135.0;123.12857142857143
;EUCATEX ZARCAO LARANJA/CINZA 900ML;24.26;40.0;34.65714285714286
;EXTENSAO CROMADA CURTA 1/2;6.2;9.6;8.857142857142858
;EXTENSAO CROMADA CURTA 3/4;9.9;15.5;14.142857142857144
;EXTENSAO CROMADA LONGA 1/2;9.2;14.5;13.142857142857142
;EXTENSAO CROMADA LONGA 3/4;12.15;18.8;17.357142857142858
;EXTENSAO CROMADA MEDIA 1/2;8.3;13.5;11.85714285714286
;EXTENSOR FLEXIVEL DE TORNEIRA;11.9;23.9;17.0
;EXTENSOR PARAFUSADEIRA;11.0;18.9;15.714285714285715
;FACAO LONGO WENZEL;38.0;59.9;54.28571428571429
;FAMASTIL IRRIGADOR SETORIAL 1/2;25.17;39.0;35.95714285714286
;FAME CHUVEIRO DUCHA FAMINHO 4T 110/220;50.96;70.0;72.80000000000001
;FAME PISTOLA COLA QUENTE 15W;24.28;38.5;34.68571428571429
;FAME RESISTENCIA P/ DUCHA FAMINHO;28.1;44.0;40.142857142857146
;FAME TORNEIRA COM FILTRO ACQUAFAM;71.43;110.0;102.04285714285716
;FAME TORNEIRA ELETRICA 4T ELEGANCE;149.0;230.0;212.85714285714286
;FECHADURA ELETRONICA AGL;106.7;165.0;152.42857142857144
;FECHADURA EXT BICO DE PAPAGAIO PORTA DE CORRER 6917 AROUCA;45.99;72.0;65.7
;FERRO DE PUA 1/4;20.58;35.0;29.4
;FERRO DE PUA 3/8;23.62;38.0;33.74285714285715
;FERRO DE PUA 5/16;20.58;35.0;29.4
;FERRO DE SOLDA;24.4;39.9;34.857142857142854
;FERTAK ALICATE BOMBA D'AGUA;30.93;47.9;44.18571428571429
;FERTAK DISCO FLAP 4'' G40;4.99;8.0;7.128571428571429
;FERTAK DISCO FLAP 7'';9.72;16.0;13.885714285714288
;FERTAK SERRA COPO DIAMANTADA C/ HASTE 40MM;70.15;110.0;100.21428571428572
;FERTAK TOOLS ALICATE MULTIFUNCAO;29.9;47.0;42.714285714285715
;FERTAK TOOLS CHAVE DESTE DIGITAL;7.2;12.0;10.285714285714286
;FERTAK TOOLS COLHER DE PEDREIRO N10;18.9;32.0;27.0
;FERTAK TOOLS COLHER DE PEDREIRO N7;15.9;34.0;22.714285714285715
;FERTAK TOOLS COLHER DE PEDREIRO N8;17.5;35.0;25.0
;FERTAK TOOLS COLHER DE PEDREIRO N9;18.9;37.0;27.0
;FILTRO DE LINHA 4 TOMADAS NBR;16.99;27.0;24.271428571428572
;FILTRO DE LINHA 5 TOMADAS NBR;18.6;29.5;26.571428571428577
;FIMAP ARMARIO QUARTZO 64,5CM - APENAS A PARTE DE BAIXO;372.64;575.0;532.3428571428572
;FIMAP ARMARIO VENEZA 58CM - APENAS A PARTE DE BAIXO;278.9;439.0;398.42857142857144
;FIMAP CONJUNTO HIT 44,2CM;176.87;295.0;252.6714285714286
;FIMAP CONJUNTO QUALITY 58CM;290.0;475.0;414.28571428571433
;FIMAP CONJUNTO SONNY 58CM;277.77;447.0;396.8142857142857
;FIMAP ESPELHEIRA REFLEX LED 64CM;154.61;254.0;220.8714285714286
;FIMAP ESPELHEIRA VENEZA 57,2CM;148.0;235.0;211.42857142857144
;FIMAP GABINETE FIT 1,44;404.79;630.0;578.2714285714286
7896193243507.0;FITA CREPE 18x50 ADERE;3.3;6.5;4.714285714285714
7896193243880.0;FITA CREPE 24X50 ADERE;4.72;7.5;6.742857142857143
;FITA CREPE 48x50 ADERE;8.99;13.9;12.842857142857143
;Fita Demarcação Amarela;10.18;17.5;14.542857142857143
;FITA EMPACOTAMENTO TRANSPARENTE;4.51;8.0;6.442857142857143
;Fita Isolante 33+ 3M;17.8;26.5;25.42857142857143
;FITA ISOLANTE COLORIDA FOXLUX;3.7;6.5;5.2857142857142865
;FITA ISOLANTE IMPERIAL 3M 18MM X 10M;3.99;6.5;5.700000000000001
;FITA ISOLANTE IMPERIAL 3M 18MM X 20M;6.75;9.7;9.642857142857144
;FITA ISOLANTE IMPERIAL 3M 18MM X 5M;2.5;3.9;3.5714285714285716
;FITA ISOLANTE STECK 20M;3.75;8.0;5.357142857142858
;FITA VEDA ROSCA 12MMX5M WURTH;1.42;2.5;2.0285714285714285
;FITA VEDA ROSCA 18MMX10M WURTH;2.68;4.5;3.828571428571429
;FITA VEDA ROSCA 18MMX25M FIRLON;3.65;5.8;5.214285714285714
;FITA VEDA ROSCA 18MMX50M FIRLON;6.16;9.5;8.8
;FITA VEDA ROSCA 18MMX50M WURTH;13.4;21.0;19.142857142857146
;FIXA FORTE DUPLA FACE 19X02 400G;6.19;9.8;8.842857142857143
;FIXA FORTE DUPLA FACE 19X02 4KG;12.28;18.9;17.542857142857144
;FIXA FORTE DUPLA FACE 19X02 800G;8.15;13.0;11.642857142857144
7896094503335.0;FIXA TUDO BRANCO 80G GARIN ;7.5;15.3;10.714285714285715
;Fixador de Cal;0.99;2.0;1.4142857142857144
;FORMAO PREMIUM 1.1/4 CHANFRADO THOMPSON;13.21;21.0;18.871428571428574
;FORTFIX 900ML;9.5;18.0;13.571428571428573
;FORTLEV BOIA HASTE ABS;8.99;15.0;12.842857142857143
;FORTLEV BOIA HASTE ALUMINIO;9.56;16.0;13.657142857142858
;FOXLUX DISCO CORTE INOX ACO 4'';1.49;3.0;2.1285714285714286
;FOXLUX LUVA MULTIUSO LATEX AMARELA M/G;4.34;8.0;6.2
7898586134232.0;FOXLUX PLAFON BRANCO SOQUETE PORCELANA;2.99;7.0;4.271428571428572
;FOXLUX TRENA EMBORRACHADA 5MTS;18.95;29.9;27.071428571428573
;FRISO RODINHO DE PORTA 80CM;6.6;10.5;9.428571428571429
;FUNDO CRISTAL 14L;100.0;148.0;142.85714285714286
;FUNDO CRISTAL 3,6L;40.0;63.0;57.142857142857146
;FUSILVEL FACA 100A;39.85;65.0;56.92857142857144
;FUSIVEL CARRTUCHO 60A 250V;7.18;14.6;10.257142857142858
;GANCHO 10 C/ BUCHA;0.69;1.1;0.9857142857142857
;GANCHO 6 C/ BUCHA;0.25;0.45;0.35714285714285715
;GANCHO 8 C/ BUCHA;0.67;1.05;0.9571428571428573
;GANCHO L 6 C/ BUCHA;0.3;0.5;0.4285714285714286
;GANCHO L 8 C/ BUCHA;0.51;0.8;0.7285714285714286
;GANCHO REDE PARAFUSAR;16.7;26.0;23.857142857142858
;GARDEN IRRIGADOR GIRATORIO 6 JATOS ALUMINIO;22.9;36.0;32.714285714285715
;GARFO COMUM REFORÇADO;5.9;12.0;8.428571428571429
;GARFO GAIOLA ATLAS;6.35;10.0;9.071428571428571
;GARFO GAIOLA REFORÇADO;6.9;14.0;9.857142857142858
;GARIN PU CALHA 80G;6.99;10.8;9.985714285714286
;GARIN SILICONE 250G INCOLOR;15.9;25.0;22.714285714285715
;GARIN SILICONE ALTA TEMPERATURA;9.9;16.0;14.142857142857144
;GAXETA E PORCA MIX 105;7.7;15.8;11.000000000000002
7891799466251.0;GEL SILICONE 200G WURTH;22.68;35.0;32.4
;GENCO ALGICIDA DE CHOQUE 1L;34.19;52.8;48.84285714285714
;GENCO CLARIFICANTE 1L;18.48;28.9;26.400000000000002
;GENCO LIMPA BORDAS 1L;20.12;31.5;28.742857142857147
;GENCO PASTILHA CLORO;9.83;15.5;14.042857142857144
;GESSO COLA BEM 1KG;2.94;5.0;4.2
;GLASU ESMALTE 0,255ml;12.52;19.5;17.885714285714286
;GLASU ESMALTE 0,9l;29.0;45.0;41.42857142857143
;GLASU ESMALTE 3,6l;84.0;130.0;120.00000000000001
;GONZO 5/8 OU 3/4;6.5;10.0;9.285714285714286
;GRAFITE EM PO 25GR;2.45;5.0;3.5000000000000004
;GRAMPO BIMETALICO;5.58;9.0;7.971428571428572
;GRAMPO HASTE TERRA 1/2;1.68;2.6;2.4
;GRELHA ALUMINIO COM COLETOR 15X30;23.49;38.0;33.55714285714286
;GRELHA ALUMINIO COM COLETOR 15X50;32.01;53.9;45.72857142857143
;GRELHA ALUMINIO COM COLETOR 20X100;76.47;120.0;109.24285714285715
;GRELHA ALUMINIO COM COLETOR 20X20;20.14;32.0;28.771428571428576
;GRELHA ALUMINIO COM COLETOR 20X30;26.42;43.9;37.74285714285715
;GRELHA ALUMINIO COM COLETOR 20X50;37.54;64.5;53.62857142857143
;GRELHA ALUMINIO SEM COLETOR 15X30 SEM SUPORTE;22.54;35.0;32.2
;GRELHA ALUMINIO SEM COLETOR 20X100 COM SUPORTE;74.56;115.0;106.51428571428572
;GRELHA ALUMINIO SEM COLETOR 20X20 COM SUPORTE;19.48;30.0;27.82857142857143
;GRELHA ALUMINIO SEM COLETOR 20X20 SEM SUPORTE;11.76;20.0;16.8
;GRELHA ALUMINIO SEM COLETOR 20X30 SEM SUPORTE;30.39;47.5;43.41428571428572
;GRELHA ALUMINIO SEM COLETOR 20X50 COM SUPORTE;31.14;48.0;44.48571428571429
;GRELHA ALUMINIO SEM COLETOR 20X50 SEM SUPORTE;27.75;45.0;39.642857142857146
;GRELHA CHURRASCO 40X50;44.0;60.0;62.85714285714286
;GRELHA CHURRASCO 50X50;45.0;65.0;64.28571428571429
;GRELHA CHURRASCO INOX 40X50;70.0;100.0;100.0
;GRELHA INOX 100MM QUAD/RED SSMETAIS;4.65;9.0;6.642857142857144
;GRELHA INOX 150MM QUAD/RED SSMETAIS;9.03;15.5;12.9
;GRELHA QUAD/RETAN;38.0;60.0;54.28571428571429
;HASTE TERRA 1/2 X 2MTS;19.67;35.0;28.100000000000005
;HERC IRRIGADOR GIRATORIO;15.74;25.6;22.485714285714288
;HIPERLAR ESMALTE 112,5ML;4.99;11.9;7.128571428571429
;HIPERLAR ESMALTE 3,6L;71.9;112.0;102.71428571428572
;HIPERLAR ESMALTE 900ML;17.9;30.0;25.57142857142857
;IGOL ECOASFALTO SIKA 3,6 (SIMILAR NEUTROL);53.8;85.0;76.85714285714286
;ILUMI AA CONJUNTO 1 TOMADA 20A 4X2;5.2;8.3;7.42857142857143
7898493990747.0;ILUMI AB CONJUNTO 1 TOMADA 10A 4x2 ;4.8;8.5;6.857142857142858
7898493991195.0;ILUMI AC CONJUNTO  2 TOMADAS 10A 4X2;8.33;13.2;11.9
;ILUMI AD CONJUNTO 3 TOMADAS 4X2;11.99;19.5;17.12857142857143
7898322640386.0;ILUMI BA CONJUNTO  1 INTERRUPTOR SIMPLES  ;3.4;7.0;4.857142857142858
7898322640409.0;ILUMI BB CONJUNTO 2 INTERRUPTOR SIMPLES;6.9;10.9;9.857142857142858
7898322640430.0;ILUMI BC CONJUNTO 3 INTERRUPTOR SIMPLES;9.9;15.5;14.142857142857144
7898493990754.0;ILUMI CA CONJUNTO  1 INTER SIMP + 1 TOMADA 10A;6.85;10.8;9.785714285714286
7898493991331.0;ILUMI CB CONJUNTO  2 INTER SIMP + 1 TOMADA 10A;10.99;17.2;15.700000000000001
7898493992338.0;ILUMI CONJUNTO 1 INTERRUPTOR EXTERNO;4.9;8.3;7.000000000000001
7898493992314.0;ILUMI CONJUNTO 1 TOMADA EXTERNO;5.6;9.5;8.0
7898322640584.0;ILUMI ESPELHO CEGO PLACA CEGA;1.4;3.0;2.0
7898322640577.0;ILUMI ESPELHO CEGO PLACA CEGA COM FURO;1.4;3.5;2.0
7898542002285.0;ILUMI EXTENSAO 2P 10A 10MT;27.6;45.0;39.42857142857143
7898542002247.0;ILUMI EXTENSAO 2P 10A 3MT;12.99;20.0;18.557142857142857
