CÓDIGO ;PRODUTO ;CUSTO;VENDA;DESCONTO A VISTA 
;PARAFUSO SEXT ROSCA UNC 3/8X2.1/2  ;2.04;3.15;2.9142857142857146
;PARAFUSO SEXT ROSCA UNC 3/8X3;2.11;3.3;3.0142857142857142
;PARAFUSO SEXT ROSCA UNC 3/8X5  ;2.77;4.3;3.9571428571428573
;PARAFUSO SEXT ROSCA UNC 3/8X6;7.5;11.8;10.714285714285715
;PARAFUSO SEXT ROSCA UNC 5/16x1;0.65;1.1;0.9285714285714287
;PARAFUSO SEXT ROSCA UNC 5/16X1.1/2  ;0.61;0.95;0.8714285714285714
;PARAFUSO SEXT ROSCA UNC 5/16x2;0.54;0.95;0.7714285714285716
;PARAFUSO SEXT ROSCA UNC 5/16x2.1/2;1.4;2.25;2.0
;PARAFUSO SEXT ROSCA UNC 5/16x3.1/2;1.524;2.5;2.1771428571428575
;PARAFUSO SEXT ROSCA UNC 5/16X4  ;0.94;1.45;1.342857142857143
;PARAFUSO SEXT ROSCA UNC 5/16X5 ;1.8;2.8;2.5714285714285716
;PARAFUSO SEXTAVADO BROCANTE 1/4X2;1.12;1.75;1.6000000000000003
;PARAFUSO SEXTAVADO BROCANTE 3/4X5,5;0.27;0.45;0.3857142857142858
;PARAFUSO SEXTAVADO SOBERBO 1/4X100;0.7;1.1;1.0
;PARAFUSO SEXTAVADO SOBERBO 1/4X50;0.53;0.9;0.7571428571428572
;PARAFUSO SEXTAVADO SOBERBO 1/4X70;0.64;1.0;0.9142857142857144
;PARAFUSO SEXTAVADO SOBERBO 1/4X75;0.68;1.0;0.9714285714285715
;PARAFUSO SEXTAVADO SOBERBO 3/8X120;2.46;3.9;3.5142857142857147
;PARAFUSO SEXTAVADO SOBERBO 5/16X80;1.18;1.9;1.6857142857142857
;PARAFUSO TELHEIRO TELHA ;0.67;1.2;0.9571428571428573
;PARAFUSO VASO N10;0.93;2.0;1.3285714285714287
;PARAFUSOS BROCANTE FLANGEADO 1/2X5,5;0.52;0.8;0.7428571428571429
;PARAFUSOS BROCANTE FLANGEADO 4.2X16;0.1;0.2;0.14285714285714288
;PARAFUSOS FENDA 3/16 X 2.1/2;0.43;0.7;0.6142857142857143
;PASSA FIO 15M C/ ALMA FOXLUX;13.33;21.0;19.042857142857144
;PASTA PARA SOLDA 110G;9.88;15.5;14.114285714285716
;PEDRA/PEDRISCO;90.5;110.0;129.2857142857143
;PENAIRA FEIJAO 70AM SÃO JORGE;36.03;58.0;51.471428571428575
;PENDENTE AÇO IDEAL;48.99;82.0;69.9857142857143
;PENDULE;22.0;30.0;31.42857142857143
;PENEIRA FEIJAO/ARROZ/AREIA BORDA PLASTICO;21.63;35.0;30.900000000000002
;PIA BACIA INOX 1,20 X 0,55;184.0;295.0;262.8571428571429
;PIA BACIA INOX 1,50 X 0,55;283.0;440.0;404.28571428571433
;PIA BACIA INOX 1,80 X 0,55;319.0;495.0;455.7142857142857
;PIA BACIA INOX 2,00 X 0,55;480.0;740.0;685.7142857142858
;PIA FIBRA 1,20 x 0,55;115.0;178.0;164.2857142857143
;PIA FIBRA 1,50 x 0,55;148.0;230.0;211.42857142857144
;PIA FIBRA 1,80 X 0,55;208.0;320.0;297.14285714285717
;PIA FIBRA 2,00 x 0,55;267.0;390.0;381.42857142857144
;PIA GARCA MARMOFIBRA PRETA/BRANCA 1,50;166.49;258.0;237.84285714285718
;PILHA EVEREADY AA;2.8;4.5;4.0
;PILHA EVEREADY AAA PALITO;3.16;5.0;4.514285714285715
;PINO BOB BENJAMIM;2.2;5.0;3.1428571428571432
;PINO MACHO ILUMI 2P 10A;2.33;5.0;3.3285714285714287
;PISTOLA DE PINTURA AR DIRETO MODELO 90;59.11;92.0;84.44285714285715
;Pitão 10 C/ Bucha;0.76;1.15;1.0857142857142859
;Pitão 8 C/ Bucha;0.6;1.0;0.8571428571428572
;PLACA SINALIZACAO ALUGA/CAO BRAVO;14.41;23.0;20.58571428571429
;PLACA SINALIZACAO SANITARIO/ENTRADA/DEF FISICO;10.1;16.0;14.428571428571429
;PLASBIL PORTA SANFONADA PVC 80CM X 2,10M AREIA/CINZA;99.9;160.0;142.71428571428572
;PLASBIL PORTA SANFONADA PVC 80CM X 2,10M BRANCA;99.9;155.0;142.71428571428572
7898067905139.0;PLASTILIT ASSENTO SANITARIO SOFT BRANCO RED;19.9;31.0;28.428571428571427
;PLASTILIT CAIXA DE GORDURA C/ CESTO DE LIMPEZA;199.9;310.0;285.5714285714286
;PLASTILIT PORTA SANFONADA PVC 80CM X 2,10M BRANCA;94.9;148.0;135.57142857142858
;PLASTILIT PORTA SANFONADA PVC 90CM X 2,10M BRANCA;104.9;165.0;149.85714285714286
;PLASTILIT TUBO ESGOTO PLASTILIT 100MM;63.99;100.0;91.41428571428573
;PLASTILIT TUBO ESGOTO PLASTILIT 150MM;167.11;260.0;238.72857142857146
;PLASTILIT TUBO ESGOTO PLASTILIT 40MM;32.26;50.0;46.08571428571429
;PLASTILIT TUBO ESGOTO PLASTILIT 50MM;47.9;74.0;68.42857142857143
;PLASTILIT TUBO ESGOTO PLASTILIT 75MM;70.25;110.0;100.35714285714286
;PLASTILIT TUBO SOLDÁVEL PLASTILIT 20MM;17.5;27.0;25.0
;PLASTILIT TUBO SOLDÁVEL PLASTILIT 25MM;15.96;28.0;22.800000000000004
;PLASTILIT TUBO SOLDÁVEL PLASTILIT 32MM;44.9;70.0;64.14285714285714
;PLASTILIT TUBO SOLDÁVEL PLASTILIT 40MM;71.99;103.0;102.84285714285714
;PLASTILIT TUBO SOLDÁVEL PLASTILIT 50MM;73.9;115.0;105.57142857142858
;PLASTILIT TUBO SOLDÁVEL PLASTILIT 60MM;141.9;219.0;202.71428571428572
;PLASTILIT VALVULA RETENÇÃO RETENCAO ESGOTO ;79.9;125.0;114.14285714285715
;PNEU CARRIOLA 3.25X8;24.99;39.9;35.7
;PORCA CARROCERIA 5/8 3/4;8.5;15.0;12.142857142857144
;PORCA SEXTAVADA 1/4;0.18;0.3;0.2571428571428572
;PORCA SEXTAVADA 3/4;2.02;3.5;2.885714285714286
;PORCA SEXTAVADA 3/8;0.23;0.4;0.3285714285714286
;PORCA SEXTAVADA 3/8 ROSCA TRAVANTE;0.36;0.65;0.5142857142857143
;PORCA SEXTAVADA 5/16;0.15;0.25;0.2142857142857143
;PORCA SEXTAVADA 5/16 ROSCA TRAVANTE;0.56;0.9;0.8000000000000002
;PORTA BALCAO CORRER 3 FOLHAS 213X120 REQ13 RIOBRAS;1601.62;2390.0;2288.0285714285715
;PORTA GRELHA 10CM ALUMINIO SSMETAIS;4.9;10.5;7.000000000000001
;PORTA PINTURA 80CM;113.56;180.0;162.22857142857146
;PORTA SHAMPOO CANTO CROMADO;37.59;54.9;53.70000000000001
;PORTA SHAMPOO GRANDE DE CANTO BRANCO ;27.93;44.9;39.9
;Porta Shampoo Reto 10x25 Marini;20.37;27.8;29.100000000000005
;Porta Shampoo Reto 10x35 Marini;24.93;33.5;35.614285714285714
;Porta Shampoo Reto Luxo Marini;32.25;43.5;46.07142857142858
;PORTA TOALHA MARINI STANDART;11.3;19.0;16.142857142857146
;PORTA TRABALHADA MADEIRA 80CM;145.61;225.0;208.01428571428573
;PORTA TRABALHADA MADEIRA 80CM C/ PORTAL;252.0;420.0;360.0
;PORTA TRABALHADA MADEIRA 90 CM;154.5;265.0;220.71428571428572
;PORTAO PET;75.0;118.0;107.14285714285715
7898125140045.0;PRATO XAXIM PLASTICO N03;1.75;5.5;2.5
;PREGO 10X10;36.99;57.0;52.84285714285715
;PREGO 12X12;12.86;20.0;18.37142857142857
;PREGO 13X15;11.17;18.0;15.957142857142857
;PREGO 13X18;24.28;32.0;34.68571428571429
;PREGO 14X21;22.5;35.0;32.142857142857146
;PREGO 15X15;14.27;22.0;20.385714285714286
;PREGO 15X21;14.15;23.0;20.214285714285715
;PREGO 17X21;13.77;22.0;19.67142857142857
;PREGO 17X27;13.5;27.0;19.28571428571429
;PREGO 17X27 CABEÇA DUPLA;19.5;30.0;27.857142857142858
;PREGO 18X24;14.88;25.0;21.25714285714286
;PREGO 19X27;11.0;19.0;15.714285714285715
;PREGO 19X30;19.71;31.0;28.157142857142862
;PREGO 19X36;12.66;20.0;18.085714285714285
;PREGO 20X30;9.29;18.0;13.27142857142857
;PREGO 22X42;13.0;21.0;18.571428571428573
;PREGO 22X48;11.32;18.0;16.171428571428574
;PREGO 26 X 84;23.93;35.0;34.18571428571429
;PREGO GRAMPO;13.8;22.0;19.714285714285715
;PREGO GRAMPO PEQUENO GENERAL;15.69;25.0;22.414285714285715
;PREGO TELHEIRO 18X30;0.36;0.6;0.5142857142857143
;PRETINHO - TIPO 1 - GALÃO 5L;35.0;50.0;50.0
;PRIME IMPERIO  METAIS TORNEIRA BANHEIRO ABS CROMADO;28.5;44.0;40.714285714285715
;PRIME IMPERIO  METAIS TORNEIRA COZINHA ABS CROMADO;27.5;43.0;39.285714285714285
;PRIME IMPERIO METAIS TORNEIRA BANHEIRO ABS BRANCA;25.5;40.0;36.42857142857143
;PRIME IMPERIO METAIS TORNEIRA COZINHA ABS BRANCA;23.5;37.0;33.57142857142858
;Prime Master 3,6l;75.26;116.0;107.51428571428573
;Prime Master 900ml;27.41;43.0;39.15714285714286
;PROFIELD 7'' DISCO SEGMENTADO;27.0;43.0;38.57142857142858
;PROFIELD JOGO DE SERRA COPO PARA MADEIRA 11PCS;28.9;45.0;41.285714285714285
;PROFIELD JOGO DE SERRA COPO PARA MADEIRA 6PCS;18.9;31.0;27.0
;PROFIELD REGISTRO METAL 1;27.5;43.0;39.285714285714285
;PROFIELD REGISTRO METAL 1/2;14.2;22.0;20.285714285714285
;PROFIELD REGISTRO METAL 1/4;12.0;23.0;17.142857142857142
;PROFIELD REGISTRO METAL 3/4;15.8;25.0;22.571428571428573
;PROLONGADOR AREIA 135023;30.3;47.0;43.28571428571429
;PROLONGADOR CHURRASQUEIRA CERAMICA 132017;28.8;45.0;41.142857142857146
;PROLONGADOR CHURRASQUEIRA MESCLA 132059;28.8;45.0;41.142857142857146
;PROLONGADOR GRANITO TABACO 135082;32.72;52.0;46.74285714285715
;PROTETOR DE SURTO DPS 20 KA BIV;16.881;26.0;24.115714285714287
;PROTETOR DE SURTO DPS 40 KA BIV;22.6;35.0;32.28571428571429
;PROTETOR ORICULAR ;1.04;5.0;1.4857142857142858
;PROTETOR ORICULAR  C/ ABAFADOR;14.54;22.9;20.771428571428572
;PRUMO DE PAREDE 400G MOMFORT;19.1;30.0;27.28571428571429
;PRUMO DE PAREDE 500G MOMFORT;21.5;34.0;30.714285714285715
;PRUMO DE PAREDE 700G FUZIL;21.53;37.9;30.75714285714286
;PRUMO PVC;13.5;21.0;19.28571428571429
;PU 40 FIX;15.8;25.8;22.571428571428573
;PU 40 UNIPRO;12.9;22.9;18.42857142857143
;PU 40 WURTH;16.76;26.0;23.942857142857147
;PU BISNAGA CINZA 80G GARIN;6.99;10.8;9.985714285714286
;PULVERIZADOR FAMASTIL 2L;32.99;52.0;47.12857142857143
;PULVERIZADOR FAMASTIL 500ML;7.9;12.5;11.285714285714286
;PULVERIZADOR FAMASTIL 5L;95.9;149.9;137.00000000000003
;PULVERIZADOR PARA GARRAFA PET;12.9;20.0;18.42857142857143
;RALO SIFONADO ASTRA SAIDA P/ BAIXO;6.01;10.0;8.585714285714285
;RALO SIFONADO SAIDA P/ BAIXO METAL PESADO;18.0;28.0;25.714285714285715
;RASTELO ARAME REGULAVEL 22D MAX;27.13;42.0;38.75714285714286
;RASTELO C/ CABO CAFÉ FUZIL;24.94;39.9;35.62857142857143
;Rastelo Plástico 22 Dentes;17.35;24.7;24.78571428571429
;RASTELO PLASTICO 24D ROMA;11.8;20.0;16.857142857142858
;RASTELO VASSOURA COM PONTA DE AÇO MAXX;19.76;32.0;28.22857142857143
;REBITE ALUMINIO 32X12;0.18;0.25;0.2571428571428572
;REBITE ALUMINIO 4X8MM;0.12;0.3;0.17142857142857143
;Rebite Alumínio 6x19mm - (1,5 kg - R$109,00);0.36;0.55;0.5142857142857143
;Rebite Alumínio 6x25mm - (1,4 kg - R$109,00);0.42;0.65;0.6
;REBOLO COPO CONICO 36/60;38.99;60.0;55.7
;REBOLO DIAMANTADO TURBO;55.99;87.0;79.9857142857143
;REFETOR LED 200W HITEC;78.8;142.0;112.57142857142857
;REFIL COLA QUENTE;0.48;1.0;0.6857142857142857
;REFIL LORENZETTI ACQUABELLA;27.7;45.0;39.57142857142857
;REFLETOR LED 100W FOXLUX;89.9;155.0;128.42857142857144
;REFLETOR LED 100W HITEC;35.36;55.0;50.51428571428572
;REFLETOR LED 200W FOXLUX;159.9;260.0;228.42857142857144
;REFLETOR LED 20W FOXLUX;30.99;48.0;44.27142857142857
;REFLETOR LED 30W;29.86;46.0;42.65714285714286
;REFLETOR LED 30W FOXLUX;40.99;65.0;58.557142857142864
;REFLETOR LED 50W FOXLUX;43.02;73.0;61.45714285714286
;REFLETOR LED 50W HITEC;23.85;42.0;34.07142857142858
;REFLETOR LED 50W LED BEE;26.9;45.0;38.42857142857143
;REFLETOR LED EMBU 100W LUZ QUENTE;48.5;75.9;69.28571428571429
;REFLETOR MTX BIVOLT 50W-RGB C/MEMORIA MULTICOR;125.0;195.0;178.57142857142858
;REGADOR PLASTICO 10L;24.19;38.0;34.557142857142864
7891249058319.0;REGISTRO DE GAS ALIANCA 504/01;27.9;45.0;39.857142857142854
7898100080359.0;REGISTRO DE GAS VINIGAS;14.99;29.9;21.414285714285715
;REGISTRO DE PRESSAO 3/4 DIKA C/ ACABAMENTO;42.5;65.0;60.714285714285715
;REGISTRO GAVETA S/ ACABAMENTO 1.1/2;68.0;105.0;97.14285714285715
;REGISTRO PVC ROSCA EXTERNA 3/4;9.05;14.0;12.92857142857143
;REGISTRO PVC ROSCA/SOLD 1 ;14.2;22.3;20.285714285714285
;REGISTRO PVC ROSCA/SOLD 1 1/2;23.5;35.5;33.57142857142858
;REGISTRO PVC ROSCA/SOLD 1 1/4;22.0;33.9;31.42857142857143
;REGISTRO PVC ROSCA/SOLD 3/4;7.9;12.5;11.285714285714286
;REGISTRO PVC ROSCA/SOLD 60;53.0;75.0;75.71428571428572
;REGISTRO UNIAO MANGUEIRA 1'';17.9;28.0;25.57142857142857
;REGISTRO UNIAO MANGUEIRA 1/2;10.3;16.0;14.714285714285717
;REGISTRO UNIAO MANGUEIRA 3/4;9.8;15.5;14.000000000000002
;REGUA ALUMINIO 2MT LEVE;22.38;35.0;31.97142857142857
;REGUA ALUMINIO 3MT LEVE;37.74;59.0;53.91428571428572
;REGUA ALUMINIO 3MT MEDIA AZUL;42.76;66.0;61.08571428571429
;REJUNTE VOTOMASSA 1KG;3.5;6.0;5.0
;RELE FOTOCELULA 500E ELETRONICO;24.8;41.0;35.42857142857143
;REMOVEDOR DE FERRUGEM WURTH 250ML;24.99;32.8;35.7
;REMOVEDOR DE TINTA 1KG 1L;43.58;68.0;62.25714285714286
;REPARO CABEÇOTE C33;10.2;15.0;14.571428571428571
;REPARO CAIXA ACOPLADA  BOTAO ACIONADOR C/ CORRENTE  ;24.99;41.0;35.7
;REPARO CAIXA ACOPLADA ASTRA BOIA ;22.98;36.0;32.82857142857143
;REPARO CAIXA ACOPLADA ASTRA BOTAO ACIONAMENTO  ;23.68;37.0;33.82857142857143
;REPARO CAIXA ACOPLADA ASTRA MECANISMO DE ENTRADA UNIVERSAL;43.19;67.0;61.7
;REPARO CAIXA ACOPLADA BLUKIT  ;23.9;32.9;34.142857142857146
;REPARO CAIXA ACOPLADA BOTAO ACIONADOR MIX 637;22.0;33.9;31.42857142857143
;REPARO CAIXA ACOPLADA MECANISMO COMPLETO;89.0;140.0;127.14285714285715
;REPARO CAIXA ACOPLADA MECANISMO COMPLETO ASTRA;62.35;98.0;89.07142857142858
;REPARO CAIXA ACOPLADA OBTURADOR  ;17.0;27.0;24.28571428571429
;REPARO CAIXA ACOPLADA PARAFUSO FIXACAO MIX REPAROS;10.6;16.0;15.142857142857144
;Reparo M-18 MUS;7.62;10.5;10.885714285714286
;REPARO MIX 100 DOCOL;35.9;48.0;51.285714285714285
;REPARO MIX 200;38.4;59.9;54.85714285714286
;REPARO MIX 220;48.4;75.0;69.14285714285714
;REPARO MIX 222;36.9;56.9;52.714285714285715
;REPARO MIX 250;65.5;95.0;93.57142857142858
;REPARO MIX 915;0.76;1.5;1.0857142857142859
;REPARO REGISTRO 2100;33.3;53.0;47.57142857142857
;REPARO REGISTRO 2101;34.4;53.0;49.142857142857146
;REPARO REGISTRO 2102;34.0;53.0;48.57142857142858
;REPARO REGISTRO 2103;34.2;53.0;48.85714285714286
;REPARO REGISTRO 2104;34.2;53.0;48.85714285714286
;REPARO REGISTRO 2105;34.2;53.0;48.85714285714286
;REPARO REGISTRO 2106;35.2;56.0;50.28571428571429
;REPARO REGISTRO 2107;35.5;56.0;50.714285714285715
;REPARO REGISTRO 2108;39.8;62.0;56.857142857142854
;REPARO REGISTRO 2109;40.2;62.0;57.42857142857144
;REPARO REGISTRO 2110;37.0;57.0;52.85714285714286
;REPARO REGISTRO 2112;40.0;61.0;57.142857142857146
;REPARO REGISTRO DECA R05 / 3075;31.84;49.0;45.48571428571429
;REPARO REGISTRO DECA R06 / 3076;34.8;37.0;49.714285714285715
;REPARO REGISTRO DECA R07 / 3077;35.6;37.0;50.85714285714286
;REPARO REGISTRO PRESSÃO DOCOL R07 / 4200;46.7;67.0;66.71428571428572
;RESISTENCIA LORENZETTI BELLA DUCHA 4T (MODELO ANTIGO);31.7;49.8;45.285714285714285
;RESISTENCIA LORENZETTI BELLA DUCHA 4T (MODELO NOVO;29.75;47.0;42.5
;RESISTENCIA LORENZETTI MAXI DUCHA  127/220 (MODELO NOVO);22.6;37.6;32.28571428571429
;RESISTENCIA LORENZETTI MAXI DUCHA ULTRA 127/220;17.98;28.0;25.685714285714287
;RETENTOR VALVULA DESCARGA 1.1/2;9.53;17.9;13.614285714285714
;RODEL CORTAR PISO 7 X 80mm;8.83;15.0;12.614285714285716
;RODIZIO RODINHAS (CARTELA 4 UNI);15.75;25.0;22.5
;RODO CURRAL 2,5L;45.44;72.9;64.91428571428571
;RODO PLASTICO 40CM;10.51;18.0;15.014285714285714
;RODO PLASTICO 60CM;14.59;23.0;20.842857142857145
;ROLDANA 24 C/ PREGO;0.33;0.5;0.4714285714285715
;ROLDANA 36 C/ PREGO;0.59;0.9;0.8428571428571429
;ROLDANA 48;0.68;1.1;0.9714285714285715
;ROLO LÃ 328 ALTAS 23CM;20.13;27.9;28.757142857142856
;ROMA ASSENTO SANITARIO BRANCO/CORES;21.99;35.8;31.414285714285715
;ROMERO GABINETE 3 GAV 150 AÇO;499.02;725.0;712.8857142857144
;ROMERO GABINETE 4 GAV 120 AÇO;398.7;615.0;569.5714285714286
;ROMERO GABINETE 4 GAV 150 AÇO;461.42;715.0;659.1714285714287
;ROMERO GABINETE C/ TANQUE DUPLO FIBRA 1,05X105;505.04;755.0;721.4857142857144
;SACHE GRAXA GRAFITADA 80G;4.98;8.0;7.114285714285716
;SALVA REGISTRO 7 BUCHAS C/ ACABAMENTO;28.8;48.9;41.142857142857146
;SANRO TOP LUVA LATEX VERDE;10.5;16.5;15.000000000000002
;SARAN ACABAMENTO REGISTRO SARAN;18.23;28.5;26.042857142857144
;SARGENTO 3X1;38.0;58.9;54.28571428571429
7896094502390.0;SELA TRINCA GARIN 450G;11.99;20.0;17.12857142857143
;SELAMAIS INCOLOR 50G;9.5;15.5;13.571428571428573
;SENSOR DE PRESENÇA AREA EXTERNA;39.75;62.0;56.78571428571429
;SENSOR DE PRESENÇA SOBREPOR AREA INTERNA;32.5;50.0;46.42857142857143
;SERRA COPO 45MM;44.0;61.3;62.85714285714286
;SERRA COPO 53MM;60.0;81.9;85.71428571428572
7891265403308.0;SERRA STARRET 12X18;8.29;12.8;11.842857142857142
7891265403315.0;SERRA STARRET 12X24;8.75;13.5;12.5
;SERROTE PODA PEQUENO;23.0;38.0;32.85714285714286
;SIKATOP 18KG;49.99;72.0;71.41428571428573
;SIKATOP 4KG;21.06;32.0;30.085714285714285
;SIL CABO FLEXIVEL 1,5MM;100.7;145.0;143.85714285714286
;SIL CABO FLEXIVEL 2,5MM;162.0;232.0;231.42857142857144
;SIL CABO FLEXIVEL 4,0MM;266.9;382.0;381.2857142857143
;SILICONE 50G PEQUENO;6.13;9.5;8.757142857142858
;SILVER TAPE ADELBRAS 48MMX5M;7.33;12.0;10.471428571428572
4050641445124.0;SILVER TAPE SILVERTAPE WURTH 50MMX5M;8.15;12.6;11.642857142857144
;SOLEIRA CINZA CORUMBA / VERDE UBATUBA 0,82 X 0,14;25.0;39.0;35.714285714285715
;SOLEIRA CINZA CORUMBA / VERDE UBATUBA 0,92 X 0,14;25.0;39.0;35.714285714285715
;Soquete com Chave ;5.26;7.5;7.514285714285714
;SOQUETE LAMPADA TUBOLAR G13;1.2;3.0;1.7142857142857144
;SOQUETE PORCELANATO E27;2.97;5.0;4.242857142857144
;Soquete Rabicho;2.5;5.0;3.5714285714285716
;SPLIT BOLT 16MM;5.28;8.15;7.542857142857144
;SPLIT BOLT 25MM;6.84;10.6;9.771428571428572
;SPOT LED 5W EMBUTIR;7.25;12.0;10.357142857142858
;SPOT LUMINARIA LUZ ARTICULADO;6.57;12.0;9.385714285714286
;STAM FECHADURA 501-502/03 ESTREITA;56.99;88.0;81.41428571428573
;STAM FECHADURA 803/03 EXT;61.08;94.0;87.25714285714287
;STAM FECHADURA 804/03 EXT;54.99;85.0;78.55714285714286
;"STANLEY DISCO 9"" SEGMENTADO ";58.5;98.0;83.57142857142858
;"STANLEY DISCO 9"" TURBO";49.72;85.0;71.02857142857142
;STANLEY DISCO CORTE AÇO/INOX 4;1.66;6.0;2.3714285714285714
;"STANLEY ESMERILHADEIRA ANG. 4.1/2"" (11 5MM) 620W 127V";183.13;299.9;261.6142857142857
;STANLEY FURADEIRA IMPACTO 600W 13MM 127V;224.59;348.0;320.84285714285716
;STANLEY FURADEIRA IMPACTO 600W 13MM 127V C/ MALETA;264.84;390.0;378.34285714285716
;STANLEY TRENA BASICA 8MT;30.46;47.5;43.51428571428572
;STARRET DISCO CORTE INOX ACO 4'';2.52;5.0;3.6
;STARRET TRENA 5MTS;18.49;28.5;26.414285714285715
;STECK QUADRO DE DISJUNTORES SOBREPOR 5DIN;38.9;62.0;55.57142857142857
;STICK VARAL DE PAREDE 18M;34.07;53.0;48.67142857142858
;Suporte Botijão;34.87;49.8;49.81428571428572
;SUPORTE CAIXA DESCARGA;13.0;20.0;18.571428571428573
;SUPORTE DE ANTENA TV EXTERNO ;28.6;45.0;40.85714285714286
;SUPORTE DE MANGUEIRA PLASTICO PRETO MEIA LUA;14.99;22.0;21.414285714285715
;SUPORTE DE PIA CHUMBAR;52.2;82.0;74.57142857142858
;SUPORTE DE PIA PARAFUSAR;55.14;86.0;78.77142857142857
;SUPORTE DE TV;14.75;23.0;21.071428571428573
;SUPORTE DUCHA HIGIENICA;18.0;28.0;25.714285714285715
;SUPORTE PARA LAJE TETO;5.81;8.2;8.3
;SUPORTE PARA VARAO PAR;4.25;10.0;6.071428571428572
;SUPORTE PAREDE PARA VASO 24CM;4.68;7.5;6.685714285714286
;SUPORTE PAREDE PARA VASO 29CM;5.8;8.9;8.285714285714286
;SUPORTE SERRA COPO;44.0;61.0;62.85714285714286
;SUPORTE VARAL GALVANIZADO;59.16;92.0;84.51428571428572
;SUVINIL ESMALTE 3,6L;124.06;175.0;177.22857142857146
;SUVINIL ESMALTE 900ML;39.9;55.0;57.0
;TABOA PINUS 3X025;23.28;36.0;33.25714285714286
;TABOA PINUS 3X030;27.85;43.0;39.78571428571429
;TALHADEIRA FERRO 3/4;7.02;12.0;10.028571428571428
;Tanque Duplo Mármore Sintético 1,05x0,55;196.0;305.0;280.0
;TANQUE FIBRA  TRIPLO  1,50X0,55;212.0;328.0;302.8571428571429
;TANQUE FIBRA 1 BOLA/BATEDOR LEVE 60X60;88.0;140.0;125.71428571428572
;TANQUE FIBRA DUPLO 1,10x0,55;144.0;205.0;205.71428571428572
;TANQUE GARCA MARMOFIBRA  LEVE 1 BOLA/BATEDOR;89.25;138.0;127.50000000000001
;Tanque Triplo Mármore Sintético 1,50x0,55;277.0;415.0;395.7142857142857
;TARJETA TRINCO CAIPIRA RETO N02 5CM;7.99;12.5;11.414285714285715
;TARJETA TRINCO CAIPIRA RETO N03 7,5CM;10.98;17.5;15.685714285714287
;TARJETA TRINCO CAIPIRA RETO N04 10CM;11.49;17.8;16.414285714285715
;TARJETA TRINCO CAIPIRA RETO N06 15CM;12.99;20.0;18.557142857142857
;TARJETA TRINCO REDONDO 63MM;3.49;5.5;4.985714285714287
;TECLA ACABAMENTO VALVULA DOCOL;7.8;12.0;11.142857142857144
;TELA ANTI INSETO COLETOR 4'';4.66;8.0;6.6571428571428575
;TELA GALINHEIRO 1,80MT F22;5.35;8.5;7.642857142857143
;TELA MANGUEIRAO 1,00MT F18;7.49;11.6;10.700000000000001
;TELA MOSQUITEIRO  BRANCO 1,2X50MTS;2.59;4.5;3.7
;TELA PINTEIRO 1,00MT F24;4.73;7.5;6.757142857142858
;TELA SOMBRITE 1,50X50M 50%;4.81;7.8;6.871428571428571
;TELA SOMBRITE 3,00X50M 50%;6.1;9.5;8.714285714285714
;TELA SOMBRITE 4,00X50M 50%;12.74;19.8;18.200000000000003
;TELHA MULTILIT 3,05x1,10 6mm;85.48;129.0;122.11428571428573
;TELHA MULTILIT 4MM 2,44 x 0,50M 4MM;15.45;25.0;22.071428571428573
;TELHA MULTILIT 5MM 2,44x1,10 5MM;42.51;68.0;60.72857142857143
;TELHA MULTILIT 6MM 3,66 x 1,10;94.99;148.0;135.7
;TELHA PVC 2,42X0,86 COLONIAL;83.7;130.0;119.57142857142858
;TELHA ROMANA ;1.15;1.85;1.6428571428571428
;TELHA TRANSPARENTE 2,44X1,10;68.53;106.0;97.9
;TELHA TRANSPARENTE ROMANA;17.44;27.9;24.914285714285718
;TESOURA DE PODA MOMFORT;51.34;79.9;73.34285714285716
;TESOURA PROFIELD;13.9;22.0;19.857142857142858
;THOMPSON LAMINA DE ROÇADEIRA 3 PONTAS;31.39;53.0;44.84285714285715
;Tijolo Pó de Mico;0.26;0.4;0.37142857142857144
7898011978653.0;TIMER ANALOGICO BIVOLT THOMPSON;37.1;58.0;53.00000000000001
;TINGIDOR IMBUIA 200ML MOCOCA;13.98;22.6;19.97142857142857
;TINGIDOR MOGNO 200ML MOCOCA;13.98;22.6;19.97142857142857
;Tinta Acrílica Master 18l;130.2;205.0;186.0
;Tinta Acrílica Master 3,6l;54.59;84.5;77.9857142857143
;TINTA PISO BASE AGUA VERDE - DUCOR - 3,6l;39.0;61.0;55.714285714285715
;TINTA PISO BASE AGUA VERDE - DUCOR - BALDE;164.7;195.0;235.28571428571428
;TOLEMAT DOBRADIÇA LEVE 3.1/2 COMUM;9.48;15.0;13.542857142857144
;TOLEMAT DOBRADIÇA LEVE 3.1/2 DOURADA/PRETA;10.6;17.0;15.142857142857144
;TOMADA EM BARRA 3 KAHEL;9.9;15.0;14.142857142857144
;TOMADA EM BARRA 4 KAHEL;11.2;17.0;16.0
;TOMADA EM BARRA 5 KAHEL;13.25;21.0;18.92857142857143
;TORNEIRA ESFERA JARDIM 1/2;15.8;24.5;22.571428571428573
;TORNEIRA ESFERA JARDIM 3/4;16.8;25.9;24.000000000000004
7898247876891.0;TORNEIRA LAVATORIO HIDROPAL;25.0;38.9;35.714285714285715
;Torneira Lorenzetti com filtro;80.7;123.5;115.28571428571429
;TORNEIRA PIA ABS BROMADO;17.0;23.0;24.28571428571429
